,winery,description,points,price
2846,Kunde,"From the producer's estate, this zesty wine is easygoing and softly tart, a mix of plum, strawberry and leathery texture that should shine next to a pizza pie.",88,30.0
2847,Kunde,"Thick in bittersweet tannins, akin to tobacco, this is a big, full-bodied wine with a richness of raspberry and blackberry that becomes juicy on the midpalate before finishing lean.",86,42.0
2848,Williams Selyem,"Rather heavy in texture, a big, full-bodied and tannic Pinot that seems overly extracted and oaky. The vintage was very difficult due to early September heat waves, and everything depended on exquisite timing. It's very good, despite the rusticity. Drink now through 2012.",87,72.0
2849,Casa Santos Lima,"Fresh and really juicy, this blend of Tinta Roriz and Castelão has black currant flavors that are underlined by good wood aging. The acidity is a balanced component of this easy, ready-to-drink wine. Great fruitiness shows at the end.",88,
2850,Concha y Toro,"Nettle and gritty citrus aromas suggest matchstick. In the mouth, this SB pumps citrus notes and minerality, while flavors of tangerine, lime and lemon are zesty and shearing. An acid-driven finish confirms the wine's one-note, chiseled quality.",88,23.0
2851,DFJ Vinhos,"Almost black in color, this densely tannic wine is granular, dusty and mineral in character. The berry fruits shoulder the weight of the tannins easily, giving a ripe wine that will need until 2016 to develop fully",88,10.0
2852,Iron Horse,"A triumph, really. Held back for 14 years and just recently disgorged, it's fantastically rich and complex, just oozing the most delicious orange, butterscotch, yeast and toast flavors. So silky, so sweet in fruit, and yet with a dry finish. Stands out in any tasting of the best sparklers. Hard to imagine a California bubbly better than this.",97,179.0
2853,Foxen,"You want decadence, opulence and fabulosity in your Chardonnay? This one's for you. It's tremendous in ripe pineapple, pear, peach, mango, lime, tangerine and papaya flavors. So much fruit, while the oak application is never heavy handed, applying just the right touch of buttered toast. Where does all that vanilla honey come from? A magnificent example of a first-growth California Chardonnay, at a great price.",96,32.0
2854,Bründlmayer,"Always the star of sweet wines, this TBA Riesling preserves so much freshness while also being packed with honeyed, ripe apricot and mango fruits. It is the acidity along with the dry botrytis that make the wine so special and offer considerable aging potential— give it seven years or more.",95,
2855,Chanson Père et Fils,"With green apple aromas, a bright freshness and a light touch of toast, this is already a balanced, delicious wine.",88,60.0
2856,Georges Duboeuf,"From one of the estates that Duboeuf bottles separately, the wine is fruity and soft. It has attractive red fruits and light, well-integrated tannins. A touch of cherry pepper character gives it a lift. Drink now.",86,15.0
2857,Casa Santos Lima,"With partial aging in wood, this is a spicy, smoky wine that is also full of ripe red fruits. Well-integrated tannins give shape to this wine. A crisp aftertaste and the wine is ready to drink.",85,10.0
2858,DFJ Vinhos,"This is a soft, ripe and fruity wine. Smooth and lightly textured, its unusual blend of Pinot Noir, Shiraz and Castelão is generous and spicy with good final acidity. Drink now.",85,9.0
2859,DFJ Vinhos,"This is an off-dry wine, soft with a touch of tannin. It has some attractive acidity to keep it crisp as well as ripe red fruits. Drink now.",85,9.0
2860,Testarossa,"Toast, iodine, steel and kumquat-skin aromas show on this bottling from one of the region's older properties. The palate offers stone fruit ripeness but is driven by a sharp, citrusy acidity of Meyer lemon and Mexican lime.",90,48.0
2861,Kunde,"Tightly tannic, this 100% varietal wine comes from the producer's family estate. It's big in blackberry fruit and oak, the tannins generous on the palate. Ripe, plush plums figure into the finish, the wine bound to appeal to fans of Zinfandel for its robust nature.",87,35.0
2862,Columbia Crest,"As comfortable as an old shoe, the Grand Estates Chardonnay from Columbia Crest delivers broad, open flavors of buttered fruit – almost like biting into a slice of apple pie, crust and all. Hard to argue with it, all 160,000 cases strong.",86,11.0
2863,Lynmar,"This highly accessible, reasonably priced Chardonnay sees no new oak. It offers aromatics of orange blossom and fresh-squeezed lemon followed by a lean texture of more lemon, honeysuckle and melon. Stock up.",90,25.0
2864,Casa Santos Lima,"The ripe fruit of this Shiraz and Touriga Nacional blend exude a character of richness and sophistication. Dusty tannins provide the framework for red fruit flavors and the generous structure. From José Luís Santos Lima Oliveira da Silva's range, the wine would be best after 2015.",90,15.0
2865,Concha y Toro,"A bold and chunky customer with multiple personalities. The nose has big black fruit, smoke, leather, barrel char and even some wet dog smells, while the palate is easygoing and full, with herbal, roasted fruit and spice. Long and mostly true on the finish. Uncomplicated but solid.",86,12.0
2866,Concha y Toro,"Like most Casillero varietals, this Merlot offers good concentration and a mix of berry fruit and light herbal aromas. The palate is lively, with good acidity and zesty red plum and pie cherry flavors. It's a little tangy throughout but on the plus side it's not overdone or heavy.",86,10.0
2867,Montes,"A bulky wine with aromas of dried herbs, pepper and black fruits. It's meaty and thick in the mouth, with grapey, herbal flavors. Unfolds fairly nicely on the finish, with the wine's herbal character locking in. A good example of Chilean Malbec that's more basic than complex.",86,12.0
2868,Chateau Ste. Michelle,"The blend includes 18% Syrah, which helps to emphasize the spice and sweet fruit flavors. But in the back, this is a stiff and fairly tannic wine, with a disconnect between the strawberry fruit and the slightly stemmy, herbal finish.",85,18.0
2869,Chateau Ste. Michelle,"Aged in a mixture of French oak (32% new) and stainless steel, it shows the best of both with fresh peach notes and barrel spices intermingling with crème fraîche. It's creamy in feel with the concentration winnowing slightly toward the finish.",89,22.0
2870,Chehalem,"Sappy and deep, this brings a mouth-pleasing mix of citrus and stone fruits, broadening into a full midpalate. Full-bodied, it puts the emphasis on fruit, with just a trace of minerality.",91,21.0
2871,Georges Duboeuf,"Intense and rich wine, with touches of smoky wood, the tannins ripe, the acidity a refreshing balancing factor. With its cherry character, there is fruit already, but wait a year and this will be impressive.",91,18.0
2872,Domaine Zind-Humbrecht,"Rounded and honeyed, this is a wine that shows a sweeter side of Pinot Blanc, buoyed by fresh, juicy white-peach flavor. Full, rich and dense, this is fruity, yet it has a complex structure.",89,24.0
2873,Domaine Zind-Humbrecht,"This is rich and concentrated, spice as well as pear and melon flavors. It is complex, with almond and nutmeg notes, balanced by the taut acidity that completes a full, ripe wine.",89,24.0
2874,Kunde,"This fine wine straddles the border between good and complex. The elements are terrific: pedigreed blackberry and cassis fruit, fine oak nuances, and soft Sonoma tannins. It's just a tad thin in the middle. Drink it with meat.",87,25.0
2875,Montes,"Cream, plus jammy blackberry and blueberry aromas may trick you into believing that this wine's a Syrah, but the truth comes through on the palate, where sturdy, brambly blackberry flavors dominate. Finishes dry, with medium length.",87,16.0
2876,Fess Parker,"Starts with an explosion of crushed white pepper and roasted, charred notes, with a suggestion of blackberries. Drinks round, soft and flavorful, a full-bodied red with velvety tannins and fresh acidity. This flattering, dry wine is versatile and easy to drink.",87,20.0
2877,Santa Ema,"Bright, ripe fruit is the name of the game in the mouth, where blackberry and red plum are countered with a manageable amount of oak. Tannins are chalky; bouquet and finish are more subtle and a little oakier.",87,10.0
2878,Iron Horse,"A very good Chardonnay, fancy and elegant, although it's a little sharp in the mouth, and lacks a certain hedonistic appeal, especially at this price. Shows dry, oak-inspired flavors of pineapples, green apples and pears, with a firm minerality.",90,46.0
2879,Kendall-Jackson,"Tasting off-dry, this has flavors of citrus, vanilla, buttercream, honey and spice, which are brightened by crisp acidity.",85,13.0
2880,Kunde,"This wine is very rich and ripe with tangerine, Meyer-lemon and peach flavors, but with a stimulating cut of green grass. Crisp acidity and super-clean winemaking gives it a finish that's pure and intense. Another fine bottling from this veteran winery.",87,17.0
